activity,category,entity,id,name
Handball,Sport,Handball,12Y01,Friedrich-Engels-Gymnasium
Big Band,Musik / Tanz,Big Band,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Klarinetten-AG,Musik / Tanz,Klarinetten-AG,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Trompeten,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Orchester,Musik / Tanz,Orchester,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Schulchor,Musik / Tanz,Chor,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Mittel- und Unterstufenchor,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Theater-AG,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Kunsthistorische Exkursionen,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Kreatives Basteln,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Keramik,Handwerk,Keramik,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Latein Übung,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Debating,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Französisch-AG,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Französisches Theater,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Englisch Grammatik,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Bibliothekswesen,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Politik,Gesellschaft / Partizipation,Politik,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Mediation / Konfliktlotsen,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Philosophiekreis,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Jugend forscht,Naturwissenschaft / Technik,Jugend forscht,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Biologie-AG / Bienengarten,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Mathematik Begabtenförderung,no category,no group,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Chemie,Naturwissenschaft / Technik,Chemie,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Homepage,Naturwissenschaft / Technik,Homepage,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Technik,Naturwissenschaft / Technik,Technik,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Computer,Naturwissenschaft / Technik,Computer,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Schach,Sport,Schach,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Badminton,Sport,Badminton,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Judo,Sport,Judo,12Y02,Europäisches Gymnasium Bertha-von-Suttner
Band,Musik / Tanz,Band,12Y04,Gabriele-von-Bülow-Gymnasium
Chor,Musik / Tanz,Chor,12Y04,Gabriele-von-Bülow-Gymnasium
Orchester,Musik / Tanz,Orchester,12Y04,Gabriele-von-Bülow-Gymnasium
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,12Y04,Gabriele-von-Bülow-Gymnasium
Hospiz-Ag,no category,no group,12Y04,Gabriele-von-Bülow-Gymnasium
Schulsanitätsdienst,Gesellschaft / Partizipation,Schulsanitätsdienst,12Y04,Gabriele-von-Bülow-Gymnasium
Schach,Sport,Schach,12Y04,Gabriele-von-Bülow-Gymnasium
"Schülerzeitung ""Dickes B""",no category,no group,12Y04,Gabriele-von-Bülow-Gymnasium
English Drama Group,no category,no group,12Y04,Gabriele-von-Bülow-Gymnasium
EYP,no category,no group,12Y04,Gabriele-von-Bülow-Gymnasium
e-Twinning,no category,no group,12Y04,Gabriele-von-Bülow-Gymnasium
Debating Society,no category,no group,12Y04,Gabriele-von-Bülow-Gymnasium
Bienen/Imker,no category,no group,12Y05,Georg-Herwegh-Gymnasium
Skilanglauf,Sport,Skilanglauf,12Y05,Georg-Herwegh-Gymnasium
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,12Y05,Georg-Herwegh-Gymnasium
Schach,Sport,Schach,12Y05,Georg-Herwegh-Gymnasium
Internet,Naturwissenschaft / Technik,Internet,12Y05,Georg-Herwegh-Gymnasium
Literatur,Literatur / Medien,Literatur,12Y05,Georg-Herwegh-Gymnasium
Roboter,Naturwissenschaft / Technik,Roboter,12Y05,Georg-Herwegh-Gymnasium
Film,Literatur / Medien,Film,12Y05,Georg-Herwegh-Gymnasium
Nachwuchschor,no category,no group,12Y05,Georg-Herwegh-Gymnasium
Big Band,Musik / Tanz,Big Band,12Y05,Georg-Herwegh-Gymnasium
Nachwuchsorchester,no category,no group,12Y05,Georg-Herwegh-Gymnasium
Blasorchester,no category,no group,12Y05,Georg-Herwegh-Gymnasium
Streich- und Sinfonieorchester,no category,no group,12Y05,Georg-Herwegh-Gymnasium
Gitarre,Musik / Tanz,Gitarre,12Y05,Georg-Herwegh-Gymnasium
Chor,Musik / Tanz,Chor,12Y05,Georg-Herwegh-Gymnasium
Eltern-Lehrer-Chor,Musik / Tanz,Eltern-Lehrer-Chor,12Y05,Georg-Herwegh-Gymnasium
bspw. Töpfern,no category,no group,12K04,Paul-Löbe-Schule
Fassaden- und Wandmalerei,no category,no group,12K04,Paul-Löbe-Schule
Trommeln,Musik / Tanz,Trommeln,12K04,Paul-Löbe-Schule
Fußball,Sport,Fußball,12K04,Paul-Löbe-Schule
Fitnesstraining,no category,no group,12K04,Paul-Löbe-Schule
Schwimmen,Sport,Schwimmen,12K04,Paul-Löbe-Schule
Kochen,Handwerk,Kochen,12K04,Paul-Löbe-Schule
Computerkurse,Naturwissenschaft / Technik,Computerkurse,12K04,Paul-Löbe-Schule
Holzarbeiten,Handwerk,Holzarbeiten,12K04,Paul-Löbe-Schule
Fotografieren,no category,no group,12K04,Paul-Löbe-Schule
Freilandbiologie,Umwelt,Freilandbiologie,12K04,Paul-Löbe-Schule
Chor,Musik / Tanz,Chor,03Y14,Primo-Levi-Gymnasium
Schülerbands,Musik / Tanz,Band,03Y14,Primo-Levi-Gymnasium
Salonorchester,Musik / Tanz,Orchester,03Y14,Primo-Levi-Gymnasium
Analoge Schwarz-Weiß-Fotografie,no category,no group,03Y14,Primo-Levi-Gymnasium
Jugend debattiert,no category,no group,03Y14,Primo-Levi-Gymnasium
Demoskratos,no category,no group,03Y14,Primo-Levi-Gymnasium
Schülerzeitung/Schülerparlament,no category,no group,03Y14,Primo-Levi-Gymnasium
Skating,Sport,Skating,03Y14,Primo-Levi-Gymnasium
Basketball,Sport,Basketball,03Y14,Primo-Levi-Gymnasium
Volleyball u.a.,Sport,Volleyball,03Y14,Primo-Levi-Gymnasium
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,09Y11,Emmy-Noether-Gymnasium
Chor,Musik / Tanz,Chor,09Y11,Emmy-Noether-Gymnasium
Event-AG,Gesellschaft / Partizipation,Events,09Y11,Emmy-Noether-Gymnasium
Homepage-AG,no category,no group,09Y11,Emmy-Noether-Gymnasium
"Projekt-AG ""Schule ohne Rassismus - Schule mit Courage""",no category,no group,09Y11,Emmy-Noether-Gymnasium
Nachhaltigkeit & Energie,no category,no group,09Y11,Emmy-Noether-Gymnasium
Chemie,Naturwissenschaft / Technik,Chemie,09Y11,Emmy-Noether-Gymnasium
Fotografie,Literatur / Medien,Fotografie,09Y11,Emmy-Noether-Gymnasium
Zoo,Umwelt,Zoo,09Y11,Emmy-Noether-Gymnasium
Mäusepflege,Umwelt,Mäusepflege,09Y11,Emmy-Noether-Gymnasium
Yoga,Sport,Yoga,09Y11,Emmy-Noether-Gymnasium
Entspannung,nc,Entspannung,09Y11,Emmy-Noether-Gymnasium
Russisch,Sprachen,Russisch,09Y11,Emmy-Noether-Gymnasium
Tauchen,Sport,Tauchen,09Y11,Emmy-Noether-Gymnasium
Fußball,Sport,Fußball,09Y11,Emmy-Noether-Gymnasium
Basketball,Sport,Basketball,09Y11,Emmy-Noether-Gymnasium
Tennis,Sport,Tennis,09Y11,Emmy-Noether-Gymnasium
Volleyball,Sport,Volleyball,09Y11,Emmy-Noether-Gymnasium
Badminton / Tischtennis,no category,no group,09Y11,Emmy-Noether-Gymnasium
Chor,Musik / Tanz,Chor,03G26,Arnold-Zweig-Grundschule
Keramik,Handwerk,Keramik,03G26,Arnold-Zweig-Grundschule
Tanzen,Musik / Tanz,Tanzen,03G26,Arnold-Zweig-Grundschule
div. Sport-AG`s,no category,no group,03G26,Arnold-Zweig-Grundschule
Theater,Kunst / Kultur,Theater,03G26,Arnold-Zweig-Grundschule
Bogenschießen,Sport,Bogenschießen,11B02,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)"
Schülerband,Musik / Tanz,Band,11B02,"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)"
Volleyball,Sport,Volleyball,10K04,Thüringen-Schule (Gemeinschaftsschule)
Basketball,Sport,Basketball,10K04,Thüringen-Schule (Gemeinschaftsschule)
Fußball,Sport,Fußball,10K04,Thüringen-Schule (Gemeinschaftsschule)
Mofa (Führerscheinerwerb),no category,no group,10K04,Thüringen-Schule (Gemeinschaftsschule)
Keramik,Handwerk,Keramik,10K04,Thüringen-Schule (Gemeinschaftsschule)
Computer,Naturwissenschaft / Technik,Computer,10K04,Thüringen-Schule (Gemeinschaftsschule)
Tanzen,Musik / Tanz,Tanzen,10K04,Thüringen-Schule (Gemeinschaftsschule)
Modellbau,Handwerk,Modellbau,10K04,Thüringen-Schule (Gemeinschaftsschule)
Billard,Sport,Billard,10K04,Thüringen-Schule (Gemeinschaftsschule)
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,10K04,Thüringen-Schule (Gemeinschaftsschule)
Kochen,Handwerk,Kochen,10K04,Thüringen-Schule (Gemeinschaftsschule)
Tischtennis,Sport,Tischtennis,10K04,Thüringen-Schule (Gemeinschaftsschule)
Aquarianer,Umwelt,Aquarianer,10Y01,Tagore-Gymnasium
Chor,Musik / Tanz,Chor,10Y01,Tagore-Gymnasium
Fitness,Sport,Fitness,10Y01,Tagore-Gymnasium
Fußball,Sport,Fußball,10Y01,Tagore-Gymnasium
Gitarre,Musik / Tanz,Gitarre,10Y01,Tagore-Gymnasium
Homepage-Gestaltung,no category,no group,10Y01,Tagore-Gymnasium
Homepage-Technik,no category,no group,10Y01,Tagore-Gymnasium
Keramik,Handwerk,Keramik,10Y01,Tagore-Gymnasium
Popgesang,no category,no group,10Y01,Tagore-Gymnasium
Multimedia,Literatur / Medien,Multimedia,10Y01,Tagore-Gymnasium
Roboter,Naturwissenschaft / Technik,Roboter,10Y01,Tagore-Gymnasium
Schlagzeug,Musik / Tanz,Schlagzeug,10Y01,Tagore-Gymnasium
Schülerzeitung,Literatur / Medien,Schülerzeitung,10Y01,Tagore-Gymnasium
Tagore-Festwoche,no category,no group,10Y01,Tagore-Gymnasium
Tanz,Musik / Tanz,Tanz,10Y01,Tagore-Gymnasium
Tischtennis,Sport,Tischtennis,10Y01,Tagore-Gymnasium
Volleyball,Sport,Volleyball,10Y01,Tagore-Gymnasium
diverse AG's,no category,no group,10Y02,Otto-Nagel-Gymnasium
Theater,Kunst / Kultur,Theater,11S04,Paul-und-Charlotte-Kniese-Schule
Sport,Sport,Sport,11S04,Paul-und-Charlotte-Kniese-Schule
Fußball,Sport,Fußball,11S04,Paul-und-Charlotte-Kniese-Schule
Musik,Musik / Tanz,Musik,11S04,Paul-und-Charlotte-Kniese-Schule
Computer,Naturwissenschaft / Technik,Computer,11S04,Paul-und-Charlotte-Kniese-Schule
Internationale Küche,no category,no group,11S04,Paul-und-Charlotte-Kniese-Schule
Karate,Sport,Karate,11S04,Paul-und-Charlotte-Kniese-Schule
Trommeln,Musik / Tanz,Trommeln,11S04,Paul-und-Charlotte-Kniese-Schule
Kunst,Kunst / Kultur,Kunst,11S04,Paul-und-Charlotte-Kniese-Schule
Werkstatt u.a.,no category,no group,11S04,Paul-und-Charlotte-Kniese-Schule
Künstlerisches und Kreatives Gestalten,no category,no group,12G30,Reineke-Fuchs-Grundschule
Hausaufgabenhilfe,no category,no group,12G30,Reineke-Fuchs-Grundschule
Tanz,Musik / Tanz,Tanz,12G30,Reineke-Fuchs-Grundschule
Mädchensport,no category,no group,12G30,Reineke-Fuchs-Grundschule
Bewegung,Sport,Bewegung,12G30,Reineke-Fuchs-Grundschule
Sport und Spiel,Sport,Sport und Spiel,12G30,Reineke-Fuchs-Grundschule
Theater,Kunst / Kultur,Theater,12G30,Reineke-Fuchs-Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,12G30,Reineke-Fuchs-Grundschule
Schülerzeitung,Literatur / Medien,Schülerzeitung,12G32,Charlie-Chaplin-Grundschule
NFL Flagfootball,no category,no group,12G32,Charlie-Chaplin-Grundschule
Sport für Viele,no category,no group,12G32,Charlie-Chaplin-Grundschule
Töpfern,Handwerk,Töpfern,12G32,Charlie-Chaplin-Grundschule
Bau & Garten,no category,no group,12G32,Charlie-Chaplin-Grundschule
Internetcafé,no category,no group,11K01,Alexander-Puschkin-Schule
Allgemeine Prüfungsvorbereitung Englisch,no category,no group,11K01,Alexander-Puschkin-Schule
Berufsorientierung einmal anders,no category,no group,11K01,Alexander-Puschkin-Schule
Spanisch für den Urlaub,no category,no group,11K01,Alexander-Puschkin-Schule
Ungarisch,Sprachen,Ungarisch,11K01,Alexander-Puschkin-Schule
Italienisch,Sprachen,Italienisch,11K01,Alexander-Puschkin-Schule
Schulsanitäter,Gesellschaft / Partizipation,Schulsanitäter,11K01,Alexander-Puschkin-Schule
Aquaristik-Nemo und seine Freunde,no category,no group,11K01,Alexander-Puschkin-Schule
Trommeln,Musik / Tanz,Trommeln,11K01,Alexander-Puschkin-Schule
Schülerband,Musik / Tanz,Band,11K01,Alexander-Puschkin-Schule
Kreatives künstlerisches Gestalten,no category,no group,11K01,Alexander-Puschkin-Schule
Manga,Kunst / Kultur,Manga,11K01,Alexander-Puschkin-Schule
Origami,no category,no group,11K01,Alexander-Puschkin-Schule
Papiergestaltung,no category,no group,11K01,Alexander-Puschkin-Schule
Gitarre,Musik / Tanz,Gitarre,11K01,Alexander-Puschkin-Schule
Keyboard,Musik / Tanz,Keyboard,11K01,Alexander-Puschkin-Schule
Fußball,Sport,Fußball,11K01,Alexander-Puschkin-Schule
Cheerdance,no category,no group,11K01,Alexander-Puschkin-Schule
Linedance,Musik / Tanz,Linedance,11K01,Alexander-Puschkin-Schule
Basketball,Sport,Basketball,11K01,Alexander-Puschkin-Schule
Gesundes Kochen,no category,no group,11K01,Alexander-Puschkin-Schule
Yoga,Sport,Yoga,11K01,Alexander-Puschkin-Schule
Mode,Handwerk,Mode,11K01,Alexander-Puschkin-Schule
Foto & Video (2010/2011),no category,no group,11K01,Alexander-Puschkin-Schule
Chor,Musik / Tanz,Chor,11G14,Richard-Wagner-Schule (Grundschule)
Orchester,Musik / Tanz,Orchester,11G14,Richard-Wagner-Schule (Grundschule)
Rhythmusgruppe,Musik / Tanz,Rhythmus,11G14,Richard-Wagner-Schule (Grundschule)
Musiktheater,Kultur / Kunst,Musiktheater,11G14,Richard-Wagner-Schule (Grundschule)
Intrumentalunterricht,no category,no group,11G14,Richard-Wagner-Schule (Grundschule)
Schach,Sport,Schach,11G14,Richard-Wagner-Schule (Grundschule)
Ballett u.a.,no category,no group,11G14,Richard-Wagner-Schule (Grundschule)
Schulgarten,Umwelt,Schulgarten,11K08,George-Orwell-Schule
Für die Schüler der 7. Jahrgangsstufe: Fußball,no category,no group,11K08,George-Orwell-Schule
Kreatives Gestalten,Kunst / Kultur,Kreatives Gestalten,11K08,George-Orwell-Schule
Informationstechnik,Naturwissenschaft / Technik,Informationstechnik,11K08,George-Orwell-Schule
Musizieren,Musik / Tanz,Musizieren,11K08,George-Orwell-Schule
div. AG's,no category,no group,10G13,Johann-Strauss-Grundschule
Französisch,Sprachen,Französisch,11G13,Karlshorster Schule (Grundschule)
Mathematik,Naturwissenschaft / Technik,Mathematik,11G13,Karlshorster Schule (Grundschule)
Musik (Band,no category,no group,11G13,Karlshorster Schule (Grundschule)
Chor),no category,no group,11G13,Karlshorster Schule (Grundschule)
Theater,Kunst / Kultur,Theater,11G13,Karlshorster Schule (Grundschule)
Volleyball,Sport,Volleyball,11G13,Karlshorster Schule (Grundschule)
Rope Jump,no category,no group,11G13,Karlshorster Schule (Grundschule)
Schulgarten,Umwelt,Schulgarten,11G13,Karlshorster Schule (Grundschule)
Bauerngarten,no category,no group,11G13,Karlshorster Schule (Grundschule)
Buddy,no category,no group,11G13,Karlshorster Schule (Grundschule)
Judo,Sport,Judo,11G06,Adam-Ries-Schule (Grundschule)
Fußball,Sport,Fußball,11G06,Adam-Ries-Schule (Grundschule)
Keramik,Handwerk,Keramik,11G06,Adam-Ries-Schule (Grundschule)
Buddyprojekt,no category,no group,11G06,Adam-Ries-Schule (Grundschule)
Basketball,Sport,Basketball,06G18,Athene-Grundschule
Bildhauerei,Handwerk,Bildhauerei,06G18,Athene-Grundschule
Theaterspiel (griechisch),no category,no group,06G18,Athene-Grundschule
Griechischer Tanz,no category,no group,06G18,Athene-Grundschule
Griechisch für Anfänger,no category,no group,06G18,Athene-Grundschule
Tanzen,Musik / Tanz,Tanzen,06G18,Athene-Grundschule
Judo (in Kooperation mit Kaizen Berlin e.V.),no category,no group,06G18,Athene-Grundschule
Videotrickfilm,no category,no group,06G18,Athene-Grundschule
Yoga,Sport,Yoga,06G18,Athene-Grundschule
Handarbeit,Handwerk,Handarbeit,06G18,Athene-Grundschule
Fußball,Sport,Fußball,06G18,Athene-Grundschule
Chor,Musik / Tanz,Chor,06G18,Athene-Grundschule
Federball,Sport,Federball,08G18,Eduard-Mörike-Schule (Grundschule)
Gartenarbeit,Umwelt,Gartenarbeit,08G18,Eduard-Mörike-Schule (Grundschule)
Wandmalerei,Kunst / Kultur,Wandmalerei,08G18,Eduard-Mörike-Schule (Grundschule)
Buchwerkstatt,Literatur / Medien,Buchwerkstatt,08G18,Eduard-Mörike-Schule (Grundschule)
Theaterspiel,no category,no group,08G18,Eduard-Mörike-Schule (Grundschule)
Basketball,Sport,Basketball,07Y06,Askanisches Gymnasium
Berufsperspektive,no category,no group,07Y06,Askanisches Gymnasium
Betreuung der 5. Prüfungskomponente,no category,no group,07Y06,Askanisches Gymnasium
Big Band,Musik / Tanz,Big Band,07Y06,Askanisches Gymnasium
Chinesisch,Sprachen,Chinesisch,07Y06,Askanisches Gymnasium
Chor,Musik / Tanz,Chor,07Y06,Askanisches Gymnasium
Mathleten,no category,no group,07Y06,Askanisches Gymnasium
Energie,Naturwissenschaft / Technik,Energie,07Y06,Askanisches Gymnasium
Homepage,Naturwissenschaft / Technik,Homepage,07Y06,Askanisches Gymnasium
Internet-Café,Naturwissenschaft / Technik,Internet,07Y06,Askanisches Gymnasium
Mediation,Gesellschaft / Partizipation,Mediation,07Y06,Askanisches Gymnasium
Rudern,Sport,Rudern,07Y06,Askanisches Gymnasium
Schulband,Musik / Tanz,Schulband,07Y06,Askanisches Gymnasium
Selbstverteidigung,Sport,Selbstverteidigung,07Y06,Askanisches Gymnasium
Skilanglaufen,no category,no group,07Y06,Askanisches Gymnasium
Technik,Naturwissenschaft / Technik,Technik,07Y06,Askanisches Gymnasium
Schach,Sport,Schach,07Y07,Eckener-Gymnasium
Schülerzeitung,Literatur / Medien,Schülerzeitung,07Y07,Eckener-Gymnasium
Chor,Musik / Tanz,Chor,07Y07,Eckener-Gymnasium
Gitarre,Musik / Tanz,Gitarre,07Y07,Eckener-Gymnasium
Klavier,Musik / Tanz,Klavier,07Y07,Eckener-Gymnasium
Streicher (Anfänger und Fortgeschrittene),no category,no group,07Y07,Eckener-Gymnasium
Englisch für Fortgeschrittene,Sprachen,Englisch,07Y07,Eckener-Gymnasium
Spanisch,Sprachen,Spanisch,07Y07,Eckener-Gymnasium
Russisch,Sprachen,Russisch,07Y07,Eckener-Gymnasium
Chinesisch,Sprachen,Chinesisch,07Y07,Eckener-Gymnasium
Pflege der Schultiere,no category,no group,07Y07,Eckener-Gymnasium
Technik,Naturwissenschaft / Technik,Technik,07Y07,Eckener-Gymnasium
Basketball,Sport,Basketball,07Y07,Eckener-Gymnasium
Debating,no category,no group,07Y09,Georg-Büchner-Gymnasium
Garten,Umwelt,Garten,07Y09,Georg-Büchner-Gymnasium
Theater,Kunst / Kultur,Theater,07Y09,Georg-Büchner-Gymnasium
Keyboard,Musik / Tanz,Keyboard,07Y09,Georg-Büchner-Gymnasium
Chor (Modern Gospel / Jazz),no category,no group,10Y08,Sartre-Gymnasium
Schach,Sport,Schach,10Y08,Sartre-Gymnasium
Schülerzeitung,Literatur / Medien,Schülerzeitung,10Y08,Sartre-Gymnasium
Theater,Kunst / Kultur,Theater,10Y08,Sartre-Gymnasium
Vorbereitung DELF-Sprachprüfung,Sprachen,DELF,10Y08,Sartre-Gymnasium
Fotografie,Literatur / Medien,Fotografie,10Y08,Sartre-Gymnasium
Film,Literatur / Medien,Film,10Y08,Sartre-Gymnasium
Keramik,Handwerk,Keramik,10Y08,Sartre-Gymnasium
Basketball,Sport,Basketball,10Y08,Sartre-Gymnasium
Tanz,Musik / Tanz,Tanz,10Y08,Sartre-Gymnasium
Volleyball,Sport,Volleyball,10Y08,Sartre-Gymnasium
Fußball,Sport,Fußball,10K02,Ernst-Haeckel-Schule
Tanzen (Hip Hop),no category,no group,10K02,Ernst-Haeckel-Schule
Kochen,Handwerk,Kochen,10K02,Ernst-Haeckel-Schule
Nähen / Textiles Gestalten,no category,no group,10K02,Ernst-Haeckel-Schule
Modelleisenbahn,no category,no group,10K02,Ernst-Haeckel-Schule
Fußball,Sport,Fußball,05G08,Konkordia-Grundschule
Judo,Sport,Judo,05G08,Konkordia-Grundschule
Rudern,Sport,Rudern,05G08,Konkordia-Grundschule
Tanzen,Musik / Tanz,Tanzen,05G08,Konkordia-Grundschule
Trommeln,Musik / Tanz,Trommeln,05G08,Konkordia-Grundschule
Computer,Naturwissenschaft / Technik,Computer,05G08,Konkordia-Grundschule
Rhythmus,Musik / Tanz,Rhythmus,05G08,Konkordia-Grundschule
Schulchor,Musik / Tanz,Chor,05G08,Konkordia-Grundschule
Schulorchester,no category,no group,05G08,Konkordia-Grundschule
Theater,Kunst / Kultur,Theater,05G08,Konkordia-Grundschule
Blockflöte,Musik / Tanz,Blockflöte,05G08,Konkordia-Grundschule
Französisch,Sprachen,Französisch,05G08,Konkordia-Grundschule
Gartenarbeit,Umwelt,Gartenarbeit,05G08,Konkordia-Grundschule
Spiele/Leichtathletik,no category,no group,05G08,Konkordia-Grundschule
Tischtennis,Sport,Tischtennis,10P05,BEST-Sabel Grundschule Mahlsdorf
Perlenzauber,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Töpfern,Handwerk,Töpfern,10P05,BEST-Sabel Grundschule Mahlsdorf
Kochen und Backen,Handwerk,Kochen und Backen,10P05,BEST-Sabel Grundschule Mahlsdorf
Mädchenfußball,Sport,Fußball,10P05,BEST-Sabel Grundschule Mahlsdorf
"Schülerzeitung ""Schlaue Füchse""",no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Judo,Sport,Judo,10P05,BEST-Sabel Grundschule Mahlsdorf
"Schulfunk ""BEST-Sab(b)el-Radio""",no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Kräuterhexe,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Yoga für Kinder,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Häkeln & Stricken,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Musikalisch-künstl. Bühnengestaltung,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Papier,Literatur / Medien,Papier,10P05,BEST-Sabel Grundschule Mahlsdorf
Denkspiele,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Erzähltheater,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Aerobic,Sport,Aerobic,10P05,BEST-Sabel Grundschule Mahlsdorf
Knobeln,Naturwissenschaft / Technik,Knobeln,10P05,BEST-Sabel Grundschule Mahlsdorf
Fussball,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Volleyball,Sport,Volleyball,10P05,BEST-Sabel Grundschule Mahlsdorf
Russisch für Anfänger,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Leichtathletik,Sport,Leichtathletik,10P05,BEST-Sabel Grundschule Mahlsdorf
Improvisationstheater,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Manga-Kurs,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Geometrie für Fortgeschrittene,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Spiel & Sport für junge Hüpfer,no category,no group,10P05,BEST-Sabel Grundschule Mahlsdorf
Mit externen Anbietern: Aikido,no category,no group,04K04,Nelson-Mandela-Schule
Chinesisch,Sprachen,Chinesisch,04K04,Nelson-Mandela-Schule
Computerschule,no category,no group,04K04,Nelson-Mandela-Schule
Kreativer Tanz,no category,no group,04K04,Nelson-Mandela-Schule
Gitarre,Musik / Tanz,Gitarre,04K04,Nelson-Mandela-Schule
Fußball,Sport,Fußball,04K04,Nelson-Mandela-Schule
Kung Fu,Sport,Kung Fu,04K04,Nelson-Mandela-Schule
Kunst,Kunst / Kultur,Kunst,04K04,Nelson-Mandela-Schule
Jazz Dance,Musik / Tanz,Jazz Dance,04K04,Nelson-Mandela-Schule
Schach,Sport,Schach,04K04,Nelson-Mandela-Schule
Taekwondo u.a.,no category,no group,04K04,Nelson-Mandela-Schule
Für Sekundarschüler: Model United Nations Club (MUN),no category,no group,04K04,Nelson-Mandela-Schule
Schulsportmannschaften,no category,no group,12B02,Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)
Schulsportmannschaften,no category,no group,12B02,Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)
Schulsportmannschaften,no category,no group,12B02,Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)
u.a.: Französisch,no category,no group,12Y08,Thomas-Mann-Gymnasium
Darstellendes Spiel,Gesellschaft / Partizipation,Darstellendes Spiel,12Y08,Thomas-Mann-Gymnasium
Singen,Musik / Tanz,Singen,12Y08,Thomas-Mann-Gymnasium
Homepage,Naturwissenschaft / Technik,Homepage,12Y08,Thomas-Mann-Gymnasium
Naturwissenschaften,Naturwissenschaft / Technik,Naturwissenschaften,12Y08,Thomas-Mann-Gymnasium
Flag-Football,no category,no group,12Y08,Thomas-Mann-Gymnasium
Volleyball,Sport,Volleyball,12Y08,Thomas-Mann-Gymnasium
Tischtennis,Sport,Tischtennis,12Y08,Thomas-Mann-Gymnasium
Fußball,Sport,Fußball,12Y08,Thomas-Mann-Gymnasium
Schach,Sport,Schach,12Y08,Thomas-Mann-Gymnasium
Trommeln,Musik / Tanz,Trommeln,12Y08,Thomas-Mann-Gymnasium
Töpfern,Handwerk,Töpfern,12Y08,Thomas-Mann-Gymnasium
Writing,Literatur / Medien,Writing,12Y08,Thomas-Mann-Gymnasium
Gokart,no category,no group,12Y08,Thomas-Mann-Gymnasium
Musical,Musik / Tanz,Musical,12K02,Bettina-von-Arnim-Schule
Schülerbands u. orchester,no category,no group,12K02,Bettina-von-Arnim-Schule
Schulchor,Musik / Tanz,Chor,12K02,Bettina-von-Arnim-Schule
Big Band,Musik / Tanz,Big Band,12K02,Bettina-von-Arnim-Schule
Theater,Kunst / Kultur,Theater,12K02,Bettina-von-Arnim-Schule
Kunst,Kunst / Kultur,Kunst,12K02,Bettina-von-Arnim-Schule
Siebdruck,Handwerk,Siebdruck,12K02,Bettina-von-Arnim-Schule
